Ulasan,Rating
"Konsep yang dibawa Pawon Mbah Gito adalah prasmanan, jadi pengunjung bebas mengambil makanan dengan porsi yang diinginkannya.
Untuk menunya, ada banyak sekali pilihan masakan khas pedesaan, mulai dari sayur lodeh, terong, olahan jantung pisang, tempe bacem, telur dadar, daging, suwiran ayam, usus goreng, sate merah, ayam goreng, dan sebagainya.",4
"Resto prasmanan tradisional ala Yogya yang selalu ngangenin. Tempatnya enak dan nyaman, lingkungan masih asri, di dekat area persawahan. Selalu mampir kemari kalau lagi berkunjung ke Yogya.",5
"Untuk service dari awal datang sampai dengan selesai baik, pelayanan yang ramah dari waitres dan staff, karena selalu ramai
jadi estimasi untuk menunguu cemilan lumayan lama, sekitar 1 jam baru keluar untuk camilanya
but overall ok, and recommend",5
Masih terus berbenah dan menjadi tempat asyik menikmati kuliner di Jogya. Suasana pedesaan yang ditata lebih rapi.,4
"TOP SSEPESIAL ????
Menu makanan dan minuman banyak banget
Lauk pauk, sayur, minuman dan bahkan nasinya jga macam2
LENGKAP
Restonya homey, asri dan menyatu banget dengan alam
Staffnya ramah banget semua
Harga pas lah dengan segala service serta lingkungan yang sangat nyaman gini
????",5
"Pertama kali datang, konsep prasmanan seperti resto yang lainnya, coba Incip Brongkos rasanya enak tapi belum spesial dan Telur Dadar juga belum spesial. Kopi mantab, terbukti serius karena konsepnya ada barista dan beberapa pilihan bean kopi, bukan asal asalan buat kopi. Minuman lainnya juga spesial, terutama wédang mbah gito.",5
"Tempat yang asik dengan suasana sawah dan  menu masakan yg enak-enak.
Cocok sekali untuk kumpul keluarga.",5
"Tempat makan di pinggir sawah dengan makanan dan khas jawa tengah yg disajikan secara prasmanan juga dapat dipesan.

Mie Jawa rasanya pas, namun proses pembuatannya cukup lama sekitar 45 menit. Juga tersedia beberapa pilihan wedang.

Resto cukup luas dengan banyak pilihan tempat duduk. Tersedia juga tempat di atas, untuk ngopi2 sambil menikmati pemandangan sekitar.

Parkiran luas dan tersedia mushola yg layak. Rekomendasi ke lokasi saat pagi dan sore hari agar bisa menikmati pemandangan sawah di sekitar resto. Karena datang saat makan malam, sudah banyak menu yang kosong, namun tidak terlalu ramai pengunjung dan udara lebih sejuk.",4
"Alhamdulillah makanannya enak, saya coba sayur singkong, dadar kriwil dan tumis usus.",5
Tempatnya cukup luas..pilihan lauknya banyak bisa ambil2 sendiri nanti tinggal bayar di akhir..menurutku es dawet nya enak  aku suka..untuk lauknya aku cuma coba beberapa..telor ceploknya enak sama bakwan jagungnya tipis2 garing,4
"Konsepnya prasmanan, banyak pilihan makanan, rasanya juga enak enak. Area makannya juga cukup luas.",5
"Dari segi tempat cukup luas, estetik dan nyaman, siang hari juga cukup nyaman untuk berlama lama dsini, makanan menyediakan indonesian food prasmanan seperti tempat makan di jakal atas yg antri panjang itu, untuk rasa nggak kalah bisa djadikan alternatif. Untuk pelayanan cukup cekatan hanya saja kurnag informatif",4
"Makanan prasmanan enak, tidak perlu takut tidak dapat tempat, tempatnya sejuk, minuman bervariatif",5
"Pengalaman terbaik dari segi view, cita rasa makanan
, suasana dan tempat nya nyaman, harga yang sangat affordable.

Harus coba side dish nya Jenang sumsum, enak banget 8/10 kalo dijakarta bubur sumsum ya, tapi ini tuh next level.

Untuk menu prasmanan nya kalian harus coba sayur tumis pepaya nya 7/10 enak masih ada pahit2 nya tapi masih aman kok, gurih seger juga sayur nya. Ada mangut lele nya yang enakk banget 8.5/10 kuah nya harus ambil yang banyak si. Telur dadar kriting nya kelihatan enak dari segi tampilan nya menggoda tapi sayang ga sempet icip. Kikil nya enak 7/10, orek nya mantul manis dan tekstur nya krispi tapi lembut 8/10. Ayam goreng kampung nya gurih lembut, kelihatan tidak berbumbu tapi pas coba gurih sedep 7.5/10. Ayam suwir pedas nya enak, level pedas nya aman, gurih, asin nya pas ada wangi rempah nya 7.5/10

Untuk minunan rekomen banget sama wedang mbah uti nya enak seger, ada bitter nya tapi masih aman. Enak dan menyehatkan. Tapi kalian ga usah terlalu banyak ya masukin gula batu nya

Pisang goreng nya enaaak. Apalagi pas masih hangat porsinya juga banyak bisa sharing untuk ber 3-4 orang. Mirip2 yang di kopi *lotok tapi enakan ini menurut ku.

Pelayanannya ramah dan pramusaji nya helpful sekali

Yang terpenting disini ada mushola yang super lega dengan hawa2 persawahan nya.

Bikin betah lama2 nongski disini

Aku makan dengan beberapa menu dan minum cuma habis ga sampe 150k. Yang kalo di bogor/sentul/puncak aku yakin bakal spent 300k lebih ??. Pawon mbah gito istimewaa????

Sukses selalu pawon mbah giro.

Customer
3/jul/2023",5
"Salah satu resto di jogja yang sayang untuk dilewatkan, areanya cukup luas banyak pendopo/area yang bisa menampung banyak pengunjung, ambience pedesaan Jawa sangat kental. Harga makanan masih affordable.",5
"Tempatnya bagus, nyaman dan cocok buat ajak keluarga atau teman.
Makanannya pun enak, better kayaknya dateng sorean biar agak adem",5
"Sedikit ulasan dari sudut pansang saya

Tempat makan yang sangat worth it banget. Paling enak kalo makan rame bareng keluarga karena tempatnya pinggir sawah. Suasananya sangat syahdu. Fasilitasnya lemgkap dan bersih mulai dari toilet dan mushollanya.

Konsep tempat makan disini prasmanan. Jadi bebas untuk mengambil makanan sesuka hati. Ada makanan berat, camilan, jenang, dan berbagai minuman. Awas, hari-hati kalap??

Staf disini sangat ramah dan menjelaskan setiap menunya dengan sangat baik. Parkirannya luas karena ada 2 tempat parkiran. Menurut saya makanan disini enak dan cocok di lidah saya. Next time pengen berkunjung lagi kesini.

Terima kasih??",5
"Ke sini pas jam makan siang jd cukup ramai pengunjung. Tempat yg luas memadai untuk banyak tamu, baik keluarga kecil maupun kelompok/rombongan. Menu makanan dan minuman sangat beragam, hati2 bisa kalap krn semua  enak ??...
Pelayanan baik dan ramah. Selain menu makan besar juga ada dessert yang manis2. Harga sebanding dengan rasa makanan/minuman dan suasana yang didapat.  Recomended untuk acara kumpul2 bersama keluarga dan teman.",5
"Kesini pas banget hujan deras, jadi yaa basah²an gitu jadinya. Ditambah pas sampe sini lg mati lampu, pas sampe prasmanan jadi kurang terlihat jelas menu²nya. Mungkin next bisa persiapan lampu darurat.

Banyak pilihan menu dan Rasanya menurut aku sudah cukup ya. Begitupun dgn minumanya juga banyak banget variannya, tp pas kesini wedang mbah gito dan wedang mbah uti habis, jd gk bisa nyobain. Katabya sih itu best sellernya.

Tempatnya bagus bgt, tp karena pas hujan gitu jd tambah syahdu, kalaw pas gk hujan mungkin bagus juga.",5
Makanana tradisional banyak macemnya ada makanan dessertnya juga lahannya luas viewnya cantik bikin betah pelayanannya cepet,5
"Restoran dengan konsep alam hijau dan ornamen jadul seperti rumah pada zaman dulu.

Ini sudah buka dari jam 7 pagi. Jadi banyak orang datang untuk sarapan.

Makan disini kita disuguhkan pemandangan sawah, kebun jagung, kolam angsa, yang bikin betah menghabiskan waktu sambil makan bersama keluarga.

Makanannya enak, teh nya juga enak banget. Recommended place to visit with family or friends.",5
"Tempatnya luas. Pelayanan ramah. Minuman saya paling suka yang bahan baku bunga telang.
Makanan oke tapi kurang variatif untuk Prasmanannya,",5
Lokasi ditengah pedesaan dan persawahan. Sangat nyaman utk makan bareng keluarga. Menu prasmanan masakan Jawa bervariasi. Design2 ruangan ala Jawa dan modern.... Sangat luas,5
"cocok untuk wisatawan atau turis, tempatnya bersebelahan dengan sawah. sekalipun cuaca panas, udaranya cukup sejuk. untuk makanannya enak, pelayanannya oke. variasi menunya banyak juga. dan sekarang tempatnya diperluas jadi banyak opsi mau duduk di area mana",5
"Salah satu tempat kuliner di jogja yang rekomen mulai dari pilihan menu lauk sangat banyak, harga terjangkau nasi sayur mulai 14k. Saya dan keluarga 11 orang habis 500k. Sudah dengan tambahan minuman, pisang goreng, tempe, dan bakwan jagung. Kids friendy ada kolam ikan, ayunan, aliran air selokan aka parit dg air yng jernih sehingga anak2 bisa bermain air.

Suasana sangat nyaman dengan pemandangan hijau nya sawah.",5
"Parkir cukup luas tapi sepertinya selalu full ya karena rame. Klo pas rame nyari tempat duduk dulu biasanya full, aku kesana pas rame dapet seat paling belakang.
Makanan prasmanan jowoan langsung ambil sendiri, di kasir dicatet, bayar belakangan. Kesana pas sawahnya baru dibajak, jdi gak dpt view sawahnya. Masih offerdable bgt",5
Puas banget makan disini. Masuk parkir lmyan luas. Diterima oleh karyawan menanyakan berapa orang. Dan mau diarea smoking atau non smoking.  Kemudian dikasi nomer meja. Masuk ambil piring dan nasi serta lauk. Baru lapor ke kasir (bayar nanti) dan pesan minuman. Utk rasa masakan semua sedap. Rasa minuman juga enak semua. Hanya bubur yg kurang (ini menurut saya. Selera beda2).  Area makan luas. Kebetulan jogja pas panas. Jadi suasana agak gerah. Nah masuk ke harga.. Secara harga mungkin akan berasa pricey dibanding tempat makan prasmanan yg lain. Apalagi kalo dibandingkan dengan tempat makan prasmanan yg bukan jual tempat (tempat biasa saja). Tapi gak papa kalo sesekali kesini.,5
"Menu masakan jawa, rasanya enak, tempatnya luas dan nyaman. Lokasi di daerah pedesaan, mewah (mepet sawah) parkirannya luas. Dijamin betah nongkrong disini",5
"Syahdunya makan di tengah kebon Jagung ya di sini. Makanannya prasmananan dan cukup lengkap pilihannya, rasa juga menyenangkan untuk resto Jawa.

Akan cukup ramai di weekend & musim liburan. Tapi pelayanan bisa dibilang cukup cepat sat set kok.

Teh nya asik, ada sensasi sepet-sepetnya, bisa es atau panas. Harga masih cukup bersahabat, pembayaran bisa dengan QRIS, cash atau cards.

Perluasan areanya bisa untuk group besar sampai 100 orang, jadi bisa direkomendasikan untuk makan bersama keluarga besar atau teman-teman kantor/lunch outing.",5
"Menuvyg recomended nasgornya..mirip solaria, makanan peresmanan rasa biasa aja,
Vietnam dripnya ok banget.
Waktu berkunjung saat itu malam hari . Jadi dapet tempat du2k kalo siang hari mungkin antri. Suasananya bikin betah.",4
"Satu lagi tempat makan yg bagus di jalan Kaliurang yg saya rekomendasikan. lokasinya agak masuk sedikit lewat jalan kampung. menunya masakan jawa dengan model prasmanan. Bisa mengambil sendiri yg disukai. Minumnya banyak jenis minuman tradisional dan juga yg berbahan kopi. Saya mencoba kopi mbah gito pakai gula aren, rasanya mantul; model tubruk gitu.
Untuk suasana asri dekat sawah.. Cuman area duduknya tdk terlalu luas, sehingga pas makan siang lumayan crowded.
Oktober 2024 saya datang lagi ke sini, sudah ada perluasan area, untuk parkir ditambah, area tempat duduk juga di tambah banyak. Penilaian saya : Layak di coba.",5
"Baru pertama kesini, menunya makanan rumahan disajikan secara presmanan. Tapi ada juga yang kekinian seperti pastry n cake. Kopinya juga ada kopi jaman dulu d an kekinian.
Tempatnya luas dan masih proses perluasan lagi. Ada toilet dan mushola yang bersih dan terbuka sehingga nyaman dipakai.
Disini banyak lebah yang akan menggerubuti klo ada yang manis-manis.
Nasinya ada merah dan putih, harganya 13ribu bisa ambil sayur sepuasnya.
Penyajian minuman pakai gelas kaca, yang es teh sudah pakai sedotan stainles tapi yang es kopi masih menggunakan sedotan plastik sekali pakai.",5
"Sistem pembayaran ke kasir dulu dicatat trus disuruh bayarnya nanti setelah makan
Mending sekalian bayar aja gaksih kalo udah sampai kasir, apalagi kalo kasirnya nyatat nya salah kayak punya saya.
Saya ga merasa pesan salah satu disitu tiba2 dihitung, kalo mau protes pas bayar kan gabisa juga yak. Kita gak ada bukti lho karna kan makanannya udah habis dimakan. Huhh
Harganya juga menurutku mahall parah sihh, mendingan ke kopi klotok/ kopi bukan luwak aja kalo kaya gini????  ayam suirnya juga keasinan menurt saya.",4
"Makanan rumahan yang lengkap dan enak, dg suasana pedesaan ditengah sawah",5
Berkunjung pas weekend jd sangat ramai.tp pelayanan cepat jg.makanan minuman 7.5/10.,4
"Cocok untuk makan bersama keluarga, partner, rekan kerja. Pemandangan sawah. Makanan disajikan prasmanan dan menunya ala desa. Tempat makannya luas ada indoor dan outdoor, tempat parkir cukup untuk roda 2 dan roda 4. Tersedia mushola dan kamar mandi. Rekomendasi banget kesini di pagi hari (menu masih lengkap) atau sore hari (suasana lebih adem).",5
"Pas jam makan siang cukup ada antrian karena sistem ambil sendiri.. rasa makanan oke semua, hanya tempat agak jauh dr pusat kota",5
"Makanannya enak2, menu banyak pilihan termasuk minumannya. Saat masuk langsung disambut dgn berbagai masakan dan kita bisa pilih sesuai selera kita, setelah itu lgsg bayar di kasir
Layanan lumayan cepat, kami berkunjung tgl 15 April '24 saat kami datang sekitar 12 orang, mbak2 yg melayani sangat membantu membersihkan meja kursi dan jg memberikan alternatif2 pilihan tempat.
Suasana saat kami datang sekitar jam makan siang jd lumayan rame. Untuk hawa/suhu di tempat ini cenderung panas meski di pinggir sawah, mungkin penambahan kipas angin di bbrp titik dapat membuat pengunjung lbh nyaman saat menyantap hidangan.",4
"Ini juga salah satu tempat kuliner di Yogyakarta yang punya view sawah bagus, karyawannya sopan dan ramah, hidangannya model prasmanan dan aneka macam menu. Can be visited.",5
"Tempat makan makanan tradisional..
Dengan aneka menu ""ndeso""..
Wajib coba minuman ""wedang mbah gito""..
Ada mushola dengan konsep terbuka..adem..
Parkiran luas..
Cenderung ramai saat jam makan siang..
Buka jam 07.00 - 21.00 (weekday) dan 07.00 - 22.00 (weekend)",5
"Masakan enak.... Murah untuk harga makanannya... Untuk harga minuman sedikit lebih mahal dari tempat makan sejenis.....
Suka dengan pelayanannya,gercep untuk selalu kasih info tempat duduk yg kosong....jadi kita ga perlu clingak clinguk nyari sendiri",5
"Di awal seneng banget karena pelayanannya baik buangeett dan ramah, jadi okelaahh. Sampek kejadian aku pesen nasi goreng bebek cabee ijoo yaudah ya akhirnya makanan dateng dan udah aku makannnnnn setengah tiba tiba masnya dateng dan bilang 'makanan yg kakak makan salah bukan yg itu, yang ini saya bawa baru nasi goreng bebek cabee ijoo' seketikaa betee dongg (jujur ajaa aku jg ga tau bentukkan nasi gorengcabe ijo itu gmn jadi yg dateng dan di hidangkan yaudah langsung aku makan dong, toh beneran udaah sesuai nasi goreng dengan rasa pedes) laluu dateng mba² mbah gito lainnya dengan santainya bilang ke meja sebelah (minta maaf jg si) tapii keselku kenapa harus bilang kalo ketuker sama aku dan sdh di makan. LAAH KAN YANG NUKER BUKAN AKU? MANA NGERTII AKU KALO MISALNYA SALAH?. Yang bikin gaa enaak ituu orang meja sebelah nenggok ke aku terus setelah mba pelayannya bilang gt ke meja sebelah lalu mbanya jg ke mejaku dan bilang kalo pelayan yg satu tadi baru dan masi blm hafal menu. Bener sii uangku mau di kembaliin 5000 karna memang lebih mahal cabee ijo daripada PMG tapii ga suka ajaa dengan ucapan mereka bukan masalah harga dan rasa. Tolong mungkin bisa di perbaiki bbrp kata kata pelayannya. Thankyou tapi ttp ga balik lagi si aku",2
"Tempatnya memanjang ke belakang dengan berbagai macam seting yg berbeda. Ada yg indooor di dalam bangunan dengan konsep rumah tradisional Jawa yang terbuka lebar pintu & jendelanya ada juga indoor dgn bangunan dinding kaca sehingga memungkinkan melihat pemandangan yg luar. Spot makan outdoor ada yg ala kebun, gazebo & juga teras. Semua spot terasa segar karena sirkulasi udara yg sangat baik. Mushola & toiletnya jg bagus.
Penyajian ala prasmanan dgn pilihan menu yang sangat banyak. Setelah memgambil makanan kemudian ditunjukkan ke kasir, pesan minum & diberi no meja. Minuman diantar ke meja pelanggan. Masakan enak & harga sesuai. Untuk gambaran saja, kami menghabiskan 210k utk 4 orang utk makan, minum, snack & nambah minum 3x. Bisa juga nambah makanan sesuai permintaan & nanti akan diantar.
Secara umum saya suka dan akan kembali 2-3x lagi utk mencoba menu yg berbeda.",5
"Pas dateng lg crowded bgt, ngantri makanan aja sampe 1 jam.. Makanannya lumayan oke",4
"Hidden gem makanan ndeso rekomendasi di jogja, lewat jakal, udah di review trans TV, wendi cagur dll... Makanan enak ada desert, kopi dan bisa nemuin jenang Jawa yang jarang di temui dimanapun, viewnya cakep poll aesthetic dan cocok buat acara keluarga, arisan maupun acara lainnya, enak poll pokok e
??????",5
"Suasananya nyaman, tempat nya nyaman banyak pohon dan teduh. Harga makanan nya cukup murah namun beberapa hal yang harus diperbaiki seperti rasa telur goreng crispy yang menurut saya hambar dan hanya terasa minyak, sambelnya yg ngga ada pedes pedesnya, lalu rasa es jeruk nya yg sedikit ada pahitnya, mungkin karna memeras jeruknya terlalu kuat sehingga rasa kulit jeruknya ikut dalam es jeruk. Terimakasih sajiannya yang memuaskan",4
"Lokasinya sesuai maps, tempatnya nyaman, rasa makanannya juga enak, bumbunya berasa
Pelayanan juga cepat dan ramah
Harganya sedikit lebih mahal dibandingkan restoran sejenisnya
Tapi overall semuanya OK
Kalau buat makan bareng keluarga, tempat ini recommended kok",5
"Tempatnya lumayan jauh tapi suasananya bagus.
View nya juga bagus , ada kolam ikan, soang. Dll

Tapi makanannya kurang banyak menunya ya.
Wedang jahe nya kurang berasa jahenya deh..
Rawon lumayan.  Pisgor enak manis",4
"Tempatnya enak dan nyaman, dengan air alami dari gunung merapi ( kata karyawannya) untuk mengaliri kolam ikan dan sungai buatan, serta prmandangan sawah. Ada angsa dan burung Cockatiels jinak yang bikin anak-anak suka. Rasa makanannya biasa saja sih.

Nice place with ponds filled by natural water directly from mount merapi (according to the employee's info), artifial creek, and rice fields view. There's a goose and cockatiels that make children happy. But the foods taste are average.",4
"Suasana resto yang nyaman dan bersih. Terletak di desa dengan nuansa pedesaan kursi panjang maupun kursi2 jaman dulu. Namun ada sentuhan modern di toiletnya yang bersih. Menu yang disajikan prasmanan tinggal pilih dan ambil. Masakan  juga khas pedesaan. Minuman bervariasi kopi, teh dan beberapa minuman herbal, wedang sereh, wedang jahe dsb.
Parkir cukup luas. O ya yang menarik, di sini tersaji juga beberapa macam jenang/bubur.
Tentang harga relatif sih.",5
"Terakhir ke jogja sekitar thn 2022 mampir nya ke ""Bakmi Jawa Mbah Gito"" nya, skrg alhamdulilah sudah ada ""Pawon Mbah Gito"" yang lebih lengkap dan restonya sangat luas dengan berbagai variasi tempat duduk, seperti biasa service sangat baik, semua kru resto yang bertugas sangat ramah dan responsif,makanan nya enak2, berasa nostalgia seperti berada di rumah nenek dikampung halaman, menu lengkap semua ada, jangan lupa kalo ke Mbah Gito harus pesen bakmi jawa godognya krn seenak dan se-ngangenin itu rasanya????",5
"Ini tempatnya makan oke dr semua sisi. Makanannya, tempatnya, pelayanannya. Vibesnya dapet bgt kalo pagi aslilah. Samping sawah, nyruput wedang. Cobain deh wedang mbah uti dan mbah gito, mantap jiwa. Makan model prasmanan masakan jawa, enak semua, ada rasanya, masaknya gak waton. Ada jenang pula, sumsum biji salak, enak juga jenangnya. Berlama lama disini, bisa banget, sampe lupa waktu. Sarapan pagi adalah waktu terame sih, tp tmptnya luas jadi ga perlu khawatir, parkiran juga luas, ada lahan parkiran agak jauh kalo misal yg depan ra penuh. Security helpful kok.",5
"Uhuuy..... untuk tempat sih oke. Nyaman di tengang sawah dan rimbunnya pohon. Tempat yg pas untuk melepas penatnya pekerjaan di kota. Tapi untuk saat libura ya harus sabar karena antri dan rame. Plus kasir untuk membayar dan input pesanan jadi satu, so ini membuat antrian makin ruwet dan sulit. Ke depannya mungkin bisa di pisah untuk kasir pembayaran dan input order atau pesanan makanan.
Untuk makanannya, variasinya banyak. Hanya sambal hanya sambak ijo saja. Andai lebih banyak variasi sambalnya pasti lebih baik lagi.
Untuk rasa, B aja ya. Dan harga ?????? termasuk mahal untuk rasa yang B saja. Parkir luas. Pelayanan masih bisa lebih ramah lagi terutama saat kondisi crowded.",4
"Konsep yg luar biasa.
Dg aneka makanan dan minuman tradisional.
Viewnya the Best.",5
"... pertama kali kesini coba²
... menu lauk lengkap..brongkosnya TOP mantap
... pilihan minuman juga banyak
... t4 luas t4 duduk nyaman view sawah
... harga agak mahal jika dibanding yg viral sebelah
... pelayanan ramah dan sat set
... parkiran luas",5
"Salah satu destinasi kuliner di jogja yg menawarkan konsep pedesaan / etnik modern, bersih, ada indoor maupun outdor yg tdk bgt asri tp masih nyaman untuk kumpul2 makan sambil bercerita.

Menyajikan menu2 rumahan secara prasmanan dengan berbagai pilihan lauk dan sayur  serta beberpa jenis minuman.

Pelayanan yang ramah, hanya kl pas rame pengunjung agak susah parkir nya krn tdk bgt luas.",4
"Tempetnya aja yg bagus alami karna dtg di sore hari sblm magrib..prasmanan nya jauh dari rasa enak maaf ya enggak worth it dengan harga segitu
Tempet parkirnya juga berdebu....",3
"tempat yg emang cocok buat ngobrol santai bareng temen atau keluarga, banyak pilihan makanan prasmanan jawa, kopi, pastry dll, makanan rasanya b aja, untuk harganya lumayan mahal ya mungkin di peruntukan untuk wisatawan jadi harganya segitu, tapi kalo buat warga asli jogja mening cari tempat lain buat sarapan/makan sianh, tapi tempatnya adem terutama yang bagian luar.",5
"Hari ini kesana sekitar jam 2 tapi SOP pelayanan dari depan udah BAD bgt !!!
Tolong itu bagian reseption ditraining lagi dari sopan santun dan jangan hanya 1 org aja. Fasilitas tambah lagi..LETAK kursi tunggu untuk antrian masuk kalau rame di bagian sepanjang lorong bawah tanaman itu
Tolong diperbaiki sekali, apalagi kalau sikon rame karena after lebaran. Dan posisikan kalau nggak semua tamu itu paham kalau masuk harus antri buat dicariin tempat duduk. Harusnya ada pelayan lg yg ngarahin dg baik. Etis bilang "" selamat datang BPK/ibu/kakak maaf karena sdg ramai apa berkenan untuk antri menunggu dahulu biar kami Carikan tempat duduk untuk brp orang?""
Gitu kan bisaaaa.. kalau reseption repot bagian depan yg dalem ikut bantu (Utamakan yg lansia dan bawa balitaaaaaaa) Jangan cuma yg rombongan dan  sosialita aja atau yg udh reservasi. Tadi disana ribut ada yg reservasi tp orgnya lagi pergi. Kan aneh bgt. Harusnya tegaskan dr awal ke customer KLO udh booking ga boleh ditinggal dan harus ontime kalau 30menit TDK datang dan antrian banyak lempar ketemu lain.. gantian dianya suruh tunggu... Bukan malah tamu yg Bru Dateng jadi apes ga dapet layanan bagus ga ada tempat duduk. Tadi saya sama ada 1 rombongan lo yg nggak jadi masuk. Saya datang 3 orang (2 dewasa dan balita 1.5th) Saya udh berdiri ddpn reseption tp dikacangin, ga ada sambut atau bilang suruh antri, karena nggak ada kaya deretan antri, cuman kaya tamu sama reseption LG debat aja masalah tempat duduk, trs saya inisiatif masuk mau nanya ke pelayan lain yg di dalem malah reseption depan nyuruh saya keluar dg bilang gini
""maaf ibunya sudah ada di rombongan atau belum?""
Saya jawab ""saya nggak rombongan mba""
Terus dia bilang ""kalau belum silahkan antri dulu diluar Bu""
Dengan saya bawa balita disuruh tunggu dengan antrian itu tanpa ada kursi duduk tunggu tanpa ada sambutan yg ramah. Ditambah malah di pelototin sama karyawan cewe yg jaga pintu masuk bagian dalem. Ga pikir panjang saya lgsg pergi. Dulu saya ke Pawon mbah Gito awal sekali buka, tempatnya masih belum sekomplit skrg tp ramai tenang dan ga mengecewakan bahkan saya inget kayaknya ibu owner-nya ngefotoin saya sama suami saya. Saya dlu kesana waktu jaman pacaran. Skrg kecewa sekali. Ramai tp SOP pelayanan BAD bgt",2
"Salah satu destinasi kuliner di daerah Ngaglik, Sleman - Jogjakarta ini bisa jadi alternatif yang bisa bestie kunjungi. Rehat sejenak sambil menikmati aneka menu rumahan khas jawa yang di sajikan secara prasmanan @pawonmbah gito sambil leyeh-leyeh di rumah joglo atau pendopo terbuka menikmati view sawah dengan padinya yang bergoyang dibelai semilir angin berhembus. Banyak kudapan lain yang bisa dipesan menemani minuman rempah atau kopi seperti mendoan, pisang goreng, donat gula, dimsum dan masih banyak lagi lainnya di sajikan tak begitu lama setelah dipesan. Kalo mo kesini dari Jogja bisa ambil arah jakal (jl. Kaliurang) naik dikit sekitaran KM.12 Ngaglik trus belok kanan bisa ikutin maps ato papan penunjuk arah Pawon Mbah Gito yang terpasang tak bgtu lama dari jalan utama akan ketemu tempatnya di tengah sawah dan sungai kecil yang gemericik air nya menenangkan jiwa.????",5
"Dalam sehari aku bisa mondar-mandir kesini untuk sarapan sampai makan malam. Makanannya gak perlu diraguin lagi, tipe prasmanan yang menurutku semuanya gak ada yg gagal. Masakan rumahan yang nagih banget. Harus coba es cendolnya yg menurut suamiku creamy. Wajib kalo ke jogja mampir kesini.",5
"tempat luas, parkiran luas,
penuh kalau weekend
pelayanan oke",5
"Tempat luas. Parkir luas. Ada musola dan kamar mandi bersih. Pelayanan bagus. Kalau malam, bisa pesan menu bakmi jawa nya. Untuk menu yg aku rekomndasikn yaitu bakmi goreng nya. Rasanya enaakk. Teksturnya suka. Kayak bakmi nyemek tp ga lembek gt. Enak pokoknya. Bakmi godok nya juga enak. Tp sy lebih suka yg goreng.",5
"Masuk, antri meja karena emang pas musim liburan
Setelah dapat, antri lagi utk ambil makan bentuk prasmanan
Makanan minuman macem², masakan jawa rasa masakan cukup enak
Tapi saya lebih suka gorengannya: tempe goreng, pisang goreng n bakwan jagungnya kriuk² enak
Tetep teh ndeso panas favoritnya, khas² teh jogja solo

Setelah makan kenyang masih antri lagi buat bayar",5
"Nostalgia ke tempat ini, dibikin kaget sama tempatnya yang sekarang makin luas, makin nyaman, dan makin terasa nuansa Jawanya.  Bisa banget kalau mau reservasi buat berbagai acara. Fasilitas musholanya luas dan bersih banget.
Menu di sini prasmanan dengan pilihan yang banyaaak banget. Ngga cukup kalau hanya dengan 1 menu. Rasanya pengen nyobain semua ??",5
"Banyak menu untuk dijadikan pilihan sarapan, makan siang, nongkrong sore sampai makan malam. Rasanya enak dan harganya terjangkau. Benar2 tempat yang bisa bikin kamu betah seharian berada disini. Seperti waktu yang terhenti, apalagi backsoundnya lagu2  jaman dahulu kala.",5
"Bangunanya joglo, ditambah musik2 jawanya makin bikin terasa suasana jawanya. Disamping kanan kiri ada sawah dan kebun jagung. Dateng jam 12 saat makan siang, ramai banget. Pilihan lauk2 nya banyak. kemarin cobain lauk ikan disambel tp menurut saya rasanya cuma asin dan kurang gurih kurang pedas. Ada jenang juga.",4
"Lengkap sajikan masakan khas jawa..
Lom nyicip semua krn saking banyaknya..
Bsk aja komennya..tp relatif enakkk",5
"Nasi sayur dan ayamnya enak, bumbunya juga berasa. Mie letheknya juga enak, pakai telur bebek. Apalagi kalau ke sini malam hari, suasananya syahdu, pinggir sawah sambil dengerin suara jangkrik.",5
"Restoran dengan tipe makan prasmanan. Bisa pilih menu a la carte juga. Bakmie godoknya seger dan makanan lainnya juga cukup enak. Harga murah.

Sedang ada pembangunan disana dan sawahnya jadi agak mengecil karena dibangun tempat lagi. Musola dan parkirnya luas. Ada soang juga, jadi anak anak tertarik ngeliatin soang.",4
Tempatnya rapi dan nyaman. Ada mushola toilet dan kolam ikan. Rasa masakan standar cenderung manis. Menu makanannya banyak sampai bingung milih. Masukan saja : nambah varian sambal yg pedes.,4
"Langganan kesini sejak bbrpa tahun lalu... Kondisi skrg semakin bagus dan ramai sekali... Tempatnya estetik dan luas...ada kolam ikan di bagian belakang dan masyaAllah...tempat ini memiliki mushola yg sangat bagus dan indah.. lokasi agak masuk tapi pas sampe rasanya nyaman sekali...untuk kumpul keluarga, sahabat dan arisan sangat cocok .. makanan yg disajikan jg enak dan cepat . Pelayanan ramah dan spot untuk foto2 juga banyak... Harga jg cukup terjangkau dan rasa makannya enak ...",5
"Makan ambil sendiri prasmanan sesuai selera, pilihan sayur dan menu banyak, jenangnya enak, suasananya jg enak alam sawah, lokasi mudah dicari, parkiran jg luas..",5
"Alternatif selain kopi klotok, yg ga mau antri panjang bs kesini. Makanan nya enak2, vibes nya jg dpt, semilir angin, harga ramah di kantong, kids friendly. Top",5
"Suasana rest yg asri dgn view sawah, masakan rumah yg enak2, auto kalap sih . Harga sangat terjangkau",5
